scenario_id,event_id,factor,variant_value,baseline_value,baseline_state,variant_state,state_changed,delta_t_hours,previous_state,E_t,A_t,I_t,M_t,U_t,C_t,rationale
false_comfort,EVT-FC-072H,gamma_id,0.2,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.4,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,cisa_kev_status,false,true,Report-Ready,Monitor,True,72.0,Report-Ready,0.534,1.0,0.75,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,cisa_kev_status,true,true,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,epss_percentile,0.0,0.89,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,epss_percentile,0.25,0.89,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,epss_percentile,0.5,0.89,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,epss_percentile,0.75,0.89,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,epss_percentile,1.0,0.89,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,csaf_vex_status,"""known_not_affected""","""not_applicable_scope_mismatch""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,csaf_vex_status,"""under_investigation""","""not_applicable_scope_mismatch""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,csaf_vex_status,"""known_affected""","""not_applicable_scope_mismatch""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,execution_observed,false,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,execution_observed,true,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,reachability_confirmed,false,true,Report-Ready,Monitor,True,72.0,Report-Ready,0.85,0.6,0.75,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,reachability_confirmed,true,true,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,asset_criticality,"""low""","""high""",Report-Ready,Monitor,True,72.0,Report-Ready,0.85,1.0,0.5,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,asset_criticality,"""medium""","""high""",Report-Ready,Monitor,True,72.0,Report-Ready,0.85,1.0,0.625,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,asset_criticality,"""high""","""high""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,asset_criticality,"""critical""","""high""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.875,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,deployment_scope,"""isolated""","""broad""",Report-Ready,Monitor,True,72.0,Report-Ready,0.85,1.0,0.5,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,deployment_scope,"""limited""","""broad""",Report-Ready,Monitor,True,72.0,Report-Ready,0.85,1.0,0.625,1.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort,EVT-FC-072H,deployment_scope,"""broad""","""broad""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,deployment_scope,"""widespread""","""broad""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.875,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,mitigation_status,"""none""","""verified""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,0.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,mitigation_status,"""planned""","""verified""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,0.25,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,mitigation_status,"""partial""","""verified""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,0.5,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,mitigation_status,"""deployed""","""verified""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,0.75,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,mitigation_status,"""verified""","""verified""",Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,conflict,false,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,conflict,true,false,Report-Ready,Escalate,True,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,True,Active evidence claims conflict; conflict precedence forces internal escalation.
false_comfort,EVT-FC-072H,malicious_exploitation_observed,false,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,malicious_exploitation_observed,true,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,1.0,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,missing_telemetry_reference,false,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort,EVT-FC-072H,missing_telemetry_reference,true,false,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,0.75,1.0,0.044444,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort_control,EVT-FCC-002H,gamma_id,1.0,1.0,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,gamma_id,0.9,1.0,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.05,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,gamma_id,0.7,1.0,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.15,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,gamma_id,0.4,1.0,Document No-Report,Monitor,True,2.0,,0.85,0.1,0.75,0.0,0.3,False,No higher-precedence transition rule is satisfied.
false_comfort_control,EVT-FCC-002H,gamma_id,0.2,1.0,Document No-Report,Monitor,True,2.0,,0.85,0.1,0.75,0.0,0.4,False,No higher-precedence transition rule is satisfied.
false_comfort_control,EVT-FCC-002H,cisa_kev_status,false,true,Document No-Report,Document No-Report,False,2.0,,0.534,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,cisa_kev_status,true,true,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,epss_percentile,0.0,0.89,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,epss_percentile,0.25,0.89,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,epss_percentile,0.5,0.89,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,epss_percentile,0.75,0.89,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,epss_percentile,1.0,0.89,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,csaf_vex_status,"""known_not_affected""","""known_not_affected""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,csaf_vex_status,"""under_investigation""","""known_not_affected""",Document No-Report,Monitor,True,2.0,,0.85,0.6,0.75,0.0,0.0,False,No higher-precedence transition rule is satisfied.
false_comfort_control,EVT-FCC-002H,csaf_vex_status,"""known_affected""","""known_not_affected""",Document No-Report,Report-Ready,True,2.0,,0.85,0.8,0.75,0.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort_control,EVT-FCC-002H,execution_observed,false,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,execution_observed,true,false,Document No-Report,Report-Ready,True,2.0,,0.85,1.0,0.75,0.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort_control,EVT-FCC-002H,reachability_confirmed,false,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,reachability_confirmed,true,false,Document No-Report,Report-Ready,True,2.0,,0.85,1.0,0.75,0.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
false_comfort_control,EVT-FCC-002H,asset_criticality,"""low""","""high""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.5,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,asset_criticality,"""medium""","""high""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.625,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,asset_criticality,"""high""","""high""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,asset_criticality,"""critical""","""high""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.875,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,deployment_scope,"""isolated""","""broad""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.5,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,deployment_scope,"""limited""","""broad""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.625,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,deployment_scope,"""broad""","""broad""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,deployment_scope,"""widespread""","""broad""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.875,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,mitigation_status,"""none""","""none""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,mitigation_status,"""planned""","""none""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.25,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,mitigation_status,"""partial""","""none""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.5,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,mitigation_status,"""deployed""","""none""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.75,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,mitigation_status,"""verified""","""none""",Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,1.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,conflict,false,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,conflict,true,false,Document No-Report,Escalate,True,2.0,,0.85,0.1,0.75,0.0,0.0,True,Active evidence claims conflict; conflict precedence forces internal escalation.
false_comfort_control,EVT-FCC-002H,malicious_exploitation_observed,false,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,malicious_exploitation_observed,true,false,Document No-Report,Document No-Report,False,2.0,,1.0,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,missing_telemetry_reference,false,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.0,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
false_comfort_control,EVT-FCC-002H,missing_telemetry_reference,true,false,Document No-Report,Document No-Report,False,2.0,,0.85,0.1,0.75,0.0,0.044444,False,Applicability and uncertainty are both low under the prototype thresholds; preserve the rationale for review.
operational_outlier,EVT-OO-072H,gamma_id,1.0,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,gamma_id,0.9,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.05,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,gamma_id,0.7,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.15,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,gamma_id,0.4,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.3,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,gamma_id,0.2,1.0,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.4,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,cisa_kev_status,false,true,Report-Ready,Monitor,True,72.0,Report-Ready,0.432,1.0,1.0,1.0,0.0,False,No higher-precedence transition rule is satisfied.
operational_outlier,EVT-OO-072H,cisa_kev_status,true,true,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,epss_percentile,0.0,0.72,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
operational_outlier,EVT-OO-072H,epss_percentile,0.25,0.72,Report-Ready,Report-Ready,False,72.0,Report-Ready,0.85,1.0,1.0,1.0,0.0,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
