scenario_id,event_id,timestamp,profile_id,tau_E_hours,baseline_state,variant_state,state_changed,previous_variant_state,clock_safeguard_triggered,rationale
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,clock_16h,16.0,Prepare,Prepare,False,,False,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,clock_16h,16.0,Report-Ready,Report-Ready,False,Prepare,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,clock_16h,16.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,clock_16h,16.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,clock_16h,16.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,clock_16h,16.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,clock_18h_baseline,18.0,Prepare,Prepare,False,,False,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,clock_18h_baseline,18.0,Report-Ready,Report-Ready,False,Prepare,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,clock_18h_baseline,18.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,clock_18h_baseline,18.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,clock_18h_baseline,18.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,clock_18h_baseline,18.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,clock_20h,20.0,Prepare,Prepare,False,,False,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,clock_20h,20.0,Report-Ready,Report-Ready,False,Prepare,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,clock_20h,20.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,clock_20h,20.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,clock_20h,20.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,clock_20h,20.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,clock_22h,22.0,Prepare,Prepare,False,,False,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,clock_22h,22.0,Report-Ready,Report-Ready,False,Prepare,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,clock_22h,22.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,clock_22h,22.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,clock_22h,22.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,clock_22h,22.0,Report-Ready,Report-Ready,False,Report-Ready,False,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
